Crop,SeedVariety,Season,SoilType,Soil_pH,WaterRequirement,TemperatureC,RainfallMM,HumidityPercent,State,SowingMonth,HarvestMonth,HarvestTimeDays,CommonDisease,PestControl,FertilizerType,FertilizerKgPerAcre,AverageMarketPriceINR_perKg, 
Carrot,Kufri Bahar,Kharif,Alluvial,7.1,Medium,19,1818,52,Maharashtra,January,October,171,Bacterial Blight,Chemical Pesticide,DAP,86,88,
Carrot,Pusa Purple Long,Annual,Sandy Loam,6.6,Low,38,820,78,Rajasthan,May,March,122,Bacterial Blight,Chemical Pesticide,Compost,101,96,
Carrot,DHM 117,Zaid,Clayey,5.7,Low,18,1028,75,Telangana,October,May,73,Blight,Chemical Pesticide,Compost,20,102,
Carrot,Pant U 19,Zaid,Sandy Loam,7.3,Medium,18,1244,89,Rajasthan,November,September,70,Bacterial Blight,Biological Control,Compost,32,89,
Carrot,Pusa Snowball,Kharif,Alluvial,7.4,Medium,32,624,47,West Bengal,September,November,177,Blight,Chemical Pesticide,Potash,58,82,
Carrot,KBSH 41,Rabi,Loamy,5.6,Medium,19,479,45,West Bengal,April,December,111,Bacterial Blight,Crop Rotation,Compost,41,14,
Castor,Morden,Kharif,Clayey,6.4,Low,25,1329,47,Rajasthan,May,March,176,Rust,Neem Oil Spray,NPK,36,22,
Castor,Pusa Ruby,Annual,Clayey,7.6,High,38,1163,77,Andhra Pradesh,June,October,120,Blight,Neem Oil Spray,DAP,82,112,
Castor,RHB 121,Rabi,Clayey,6.1,Medium,27,2005,64,Telangana,April,January,84,Mildew,Integrated Pest Management,Potash,40,110,
Castor,Vijay,Zaid,Black Soil,7.5,Medium,22,1798,70,West Bengal,December,December,179,Bacterial Blight,Neem Oil Spray,DAP,83,49,
Castor,Rohini,Zaid,Clayey,6.7,Medium,21,2011,50,Rajasthan,April,March,125,Bacterial Blight,Crop Rotation,Nitrogen,57,49,
Castor,Samrat,Annual,Black Soil,6,Medium,25,744,52,Odisha,January,November,102,Rust,Chemical Pesticide,NPK,21,99,
Castor,JG 11,Kharif,Sandy Loam,7,Medium,38,1020,46,Kerala,July,December,196,Bacterial Blight,Biological Control,NPK,66,48,
Castor,Pusa Bold,Annual,Sandy Loam,7.3,Low,26,526,82,Maharashtra,November,October,107,Wilt,Biological Control,Potash,29,68,
Castor,Co 86032,Kharif,Clayey,5.9,High,35,644,40,Rajasthan,April,January,65,Rust,Biological Control,NPK,56,145,
Castor,SML 668,Kharif,Black Soil,6.6,Low,21,1918,74,Maharashtra,March,October,128,Blight,Neem Oil Spray,NPK,120,15,
Cauliflower,HHB 67,Rabi,Black Soil,7.1,High,18,1168,63,Madhya Pradesh,August,August,178,Bacterial Blight,Biological Control,NPK,115,69,
Cauliflower,Vijay,Zaid,Alluvial,6.4,High,23,2042,72,Bihar,December,May,120,Mildew,Chemical Pesticide,Compost,76,49,
Cauliflower,WH 1105,Kharif,Sandy Loam,7.7,Low,28,722,68,Andhra Pradesh,March,May,87,Mildew,Crop Rotation,Compost,56,120,
Cauliflower,JG 14,Rabi,Loamy,7,Medium,34,465,47,West Bengal,October,May,67,Mildew,Crop Rotation,Nitrogen,29,95,
Cauliflower,Morden,Annual,Sandy Loam,6.8,High,25,1404,54,Andhra Pradesh,July,November,198,Blight,Chemical Pesticide,NPK,65,97,
Cauliflower,JL 24,Annual,Loamy,6.8,Medium,29,427,90,Karnataka,August,November,136,Leaf Spot,Chemical Pesticide,DAP,86,31,
Cauliflower,Pusa Masoor 5,Annual,Sandy Loam,7.3,Medium,29,720,55,Bihar,February,June,190,Mildew,Integrated Pest Management,NPK,32,91,
Cauliflower,Kranti,Annual,Clayey,7.2,Low,33,475,60,Tamil Nadu,September,September,106,Blight,Neem Oil Spray,NPK,21,49,
Cauliflower,Asha,Annual,Sandy Loam,5.8,Medium,33,2029,48,Madhya Pradesh,November,November,131,Leaf Spot,Integrated Pest Management,Potash,66,82,
Cauliflower,CSV 20,Rabi,Sandy Loam,5.7,Low,34,1424,53,Punjab,July,May,134,Bacterial Blight,Neem Oil Spray,NPK,31,65,
Cherry,HD 2967,Rabi,Sandy Loam,7,Low,20,2040,80,Kerala,March,July,169,Mildew,Crop Rotation,Potash,104,55,
Cherry,Pusa 256,Annual,Black Soil,5.5,Medium,18,488,44,Odisha,August,October,196,Wilt,Integrated Pest Management,Potash,63,129,
Cherry,Pusa Kesar,Rabi,Alluvial,5.6,Low,28,829,48,Punjab,December,January,68,Blight,Biological Control,Compost,56,62,
Cherry,WH 1105,Kharif,Sandy Loam,6.7,Medium,18,1622,82,Karnataka,November,October,103,Leaf Spot,Crop Rotation,NPK,87,17,
Cherry,Kadiri 6,Zaid,Loamy,6.8,High,22,471,68,Maharashtra,October,December,150,Leaf Spot,Neem Oil Spray,Potash,64,64,
Cherry,HHB 67,Rabi,Black Soil,6.7,High,20,1388,48,Kerala,October,October,162,Mildew,Biological Control,DAP,26,29,
Cherry,ICPL 87119,Annual,Loamy,6.4,Medium,32,2157,85,Tamil Nadu,October,January,129,Blight,Crop Rotation,Nitrogen,68,84,
Cherry,Maruti,Kharif,Clayey,6.7,Low,25,862,61,Telangana,October,May,63,Wilt,Biological Control,Potash,118,21,
Cherry,JS 95-60,Rabi,Alluvial,7,Medium,38,1931,89,Bihar,February,October,135,Leaf Spot,Neem Oil Spray,DAP,95,66,
Cherry,GG 20,Rabi,Alluvial,6,High,29,332,43,Madhya Pradesh,August,August,144,Bacterial Blight,Neem Oil Spray,NPK,61,34,
Chickpea,Kufri Pukhraj,Kharif,Clayey,7.7,Medium,29,911,49,Rajasthan,August,February,74,Bacterial Blight,Chemical Pesticide,Nitrogen,86,22,
Chickpea,Pusa Ruby,Zaid,Sandy Loam,5.7,Low,35,1946,71,Karnataka,September,July,99,Mildew,Biological Control,NPK,112,93,
Chickpea,Ganga 5,Annual,Sandy Loam,6,Medium,38,725,68,Haryana,June,April,116,Blight,Crop Rotation,DAP,42,148,
Chickpea,Deccan 103,Zaid,Black Soil,5.9,High,32,1177,65,Kerala,January,April,179,Leaf Spot,Neem Oil Spray,Nitrogen,92,113,
Chickpea,Kufri Jyoti,Annual,Sandy Loam,6.4,Medium,31,1383,44,Karnataka,March,May,135,Mildew,Crop Rotation,Nitrogen,70,56,
Chickpea,Morden,Annual,Loamy,7.2,High,24,1901,63,Kerala,December,July,194,Rust,Biological Control,Compost,21,119,
Chickpea,Golden Acre,Rabi,Loamy,6,High,22,1550,60,Andhra Pradesh,August,September,86,Wilt,Biological Control,Potash,112,71,
Chickpea,RD 2552,Annual,Alluvial,7.6,High,22,1569,65,Bihar,September,February,190,Rust,Integrated Pest Management,Nitrogen,116,37,
Chickpea,DPL 62,Annual,Sandy Loam,7,Low,25,591,54,Maharashtra,March,October,77,Bacterial Blight,Chemical Pesticide,Compost,107,46,
Chickpea,WH 1105,Kharif,Loamy,5.7,High,27,2146,83,Bihar,May,June,155,Blight,Chemical Pesticide,Nitrogen,21,135,
Cinnamon,PBW 343,Zaid,Black Soil,6.6,Medium,20,2075,88,Haryana,November,August,185,Bacterial Blight,Chemical Pesticide,Potash,105,30,
Cinnamon,Co 99004,Kharif,Clayey,7.2,Low,34,818,73,Bihar,November,January,88,Blight,Integrated Pest Management,Compost,35,129,
Cinnamon,TAG 24,Rabi,Alluvial,5.9,High,20,1330,85,Rajasthan,April,November,108,Rust,Biological Control,Nitrogen,99,133,
Cinnamon,Swarna,Zaid,Alluvial,6.1,High,22,1923,50,Telangana,January,October,91,Bacterial Blight,Neem Oil Spray,Potash,90,52,
Cinnamon,Pusa Rohini,Zaid,Alluvial,6,Low,28,887,49,Punjab,September,March,109,Wilt,Integrated Pest Management,NPK,69,87,
Cinnamon,Nantes,Annual,Alluvial,5.9,Medium,31,491,60,Madhya Pradesh,October,September,80,Mildew,Crop Rotation,Compost,120,86,
Cinnamon,Varuna,Zaid,Alluvial,5.9,Low,18,2054,50,Madhya Pradesh,November,April,142,Mildew,Integrated Pest Management,Compost,89,101,
Cinnamon,RD 2552,Kharif,Sandy Loam,7.3,Low,23,955,80,Madhya Pradesh,August,February,86,Rust,Crop Rotation,Compost,44,68,
Cinnamon,RCH2 Bt,Annual,Black Soil,6.6,High,25,1132,67,Maharashtra,July,February,178,Mildew,Neem Oil Spray,DAP,97,133,
Cinnamon,Kufri Jyoti,Kharif,Clayey,7,Medium,28,702,77,Punjab,January,October,65,Mildew,Crop Rotation,DAP,39,64,
Clove,CSV 15,Annual,Black Soil,6.7,Low,20,1904,86,Haryana,August,May,60,Wilt,Crop Rotation,Nitrogen,43,98,
Clove,CSH 14,Rabi,Black Soil,6.7,High,36,608,47,Madhya Pradesh,August,January,149,Blight,Integrated Pest Management,Compost,118,144,
Clove,JG 14,Kharif,Loamy,5.9,Medium,37,577,43,West Bengal,June,October,115,Leaf Spot,Neem Oil Spray,Nitrogen,89,41,
Clove,HD 2967,Kharif,Black Soil,6.1,Medium,21,1255,43,Punjab,May,November,61,Rust,Biological Control,Nitrogen,75,31,
Clove,Kalyan Sona,Kharif,Sandy Loam,6.7,Medium,37,1472,48,Odisha,November,November,177,Wilt,Crop Rotation,Compost,95,72,
Clove,Ganga 5,Zaid,Sandy Loam,6.1,High,24,340,60,Telangana,August,March,183,Leaf Spot,Integrated Pest Management,Potash,108,84,
Clove,Pusa Sawani,Kharif,Sandy Loam,7.5,Low,25,2012,89,Andhra Pradesh,April,July,87,Rust,Chemical Pesticide,NPK,21,98,
Clove,ICTP 8203,Zaid,Loamy,5.7,High,29,1885,90,Punjab,April,March,186,Mildew,Neem Oil Spray,DAP,118,36,
Clove,MACS 450,Zaid,Alluvial,5.5,High,36,701,54,Uttar Pradesh,June,July,150,Wilt,Neem Oil Spray,NPK,27,67,
Clove,JG 11,Rabi,Black Soil,5.9,Low,29,2189,63,Gujarat,October,September,80,Blight,Crop Rotation,DAP,51,65,
Cocoa,Bunny Bt,Kharif,Sandy Loam,5.7,Medium,19,2115,43,Maharashtra,June,March,157,Rust,Integrated Pest Management,Potash,114,42,
Cocoa,PDM 139,Rabi,Sandy Loam,7.4,Medium,26,1485,65,Punjab,May,February,191,Blight,Chemical Pesticide,Compost,40,131,
Cocoa,HD 2967,Annual,Alluvial,6.7,Medium,23,1950,86,Madhya Pradesh,March,January,140,Bacterial Blight,Crop Rotation,Compost,88,150,
Cocoa,MACS 450,Zaid,Black Soil,6.4,High,24,433,83,Rajasthan,July,June,92,Rust,Chemical Pesticide,Potash,81,123,
Cocoa,TMV 7,Kharif,Alluvial,7.8,Medium,28,354,88,West Bengal,December,January,174,Bacterial Blight,Chemical Pesticide,Nitrogen,21,97,
Cocoa,Kufri Bahar,Annual,Sandy Loam,6.9,Low,36,2187,65,Rajasthan,November,November,181,Rust,Crop Rotation,DAP,87,140,
Cocoa,RD 2035,Kharif,Loamy,7,Medium,37,409,71,Andhra Pradesh,March,June,149,Bacterial Blight,Chemical Pesticide,NPK,82,142,
Cocoa,Kalyan Sona,Annual,Loamy,5.9,Medium,34,1221,44,Kerala,November,October,151,Bacterial Blight,Biological Control,Potash,41,114,
Cocoa,RCH2 Bt,Rabi,Loamy,6.1,Medium,24,825,74,Madhya Pradesh,October,March,144,Bacterial Blight,Integrated Pest Management,Nitrogen,103,127,
Cocoa,RD 2552,Annual,Clayey,5.6,Low,33,2070,46,Odisha,January,February,89,Rust,Integrated Pest Management,Nitrogen,64,100,
Coconut,PL 406,Annual,Sandy Loam,6.3,High,30,330,86,Maharashtra,October,August,158,Wilt,Chemical Pesticide,NPK,37,44,
Coconut,Pusa Red,Kharif,Alluvial,6.6,High,31,1563,90,Madhya Pradesh,October,May,167,Leaf Spot,Chemical Pesticide,Potash,42,19,
Coconut,IR36,Zaid,Alluvial,7,High,34,1878,85,Odisha,May,November,180,Leaf Spot,Biological Control,DAP,81,133,
Coconut,Pusa Ruby,Annual,Alluvial,5.8,Low,27,664,56,Bihar,November,November,112,Leaf Spot,Crop Rotation,NPK,107,54,
Coconut,Pusa Vishal,Zaid,Black Soil,6.5,High,25,1636,50,Gujarat,August,April,186,Blight,Chemical Pesticide,Nitrogen,118,47,
Coconut,Varsha Uphar,Kharif,Black Soil,6.8,Medium,23,1827,58,Haryana,August,October,133,Blight,Neem Oil Spray,Nitrogen,113,62,
Coconut,CSH 16,Annual,Clayey,7.2,Medium,38,1624,53,Tamil Nadu,March,September,137,Leaf Spot,Biological Control,Nitrogen,46,126,
Coconut,Arka Vikas,Kharif,Sandy Loam,5.6,Medium,29,1000,67,Punjab,March,February,188,Rust,Crop Rotation,Nitrogen,107,45,
Coconut,Kranti,Annual,Clayey,6.8,Medium,30,896,77,Bihar,February,December,155,Mildew,Crop Rotation,Potash,94,18,
Coconut,Golden Acre,Kharif,Alluvial,6.3,High,27,1573,83,Punjab,September,December,183,Wilt,Integrated Pest Management,Nitrogen,109,30,
Coffee,Kufri Jyoti,Zaid,Black Soil,7,High,22,1280,71,West Bengal,February,May,84,Rust,Integrated Pest Management,DAP,63,24,
Coffee,MTU1010,Annual,Black Soil,7.5,Medium,19,1230,53,Karnataka,September,January,185,Rust,Neem Oil Spray,DAP,29,101,
Coffee,HQPM 1,Rabi,Black Soil,6.8,Medium,27,463,89,Andhra Pradesh,May,May,96,Bacterial Blight,Neem Oil Spray,DAP,40,130,
Coffee,Arka Nidhi,Rabi,Black Soil,7.3,High,37,932,75,Odisha,January,November,73,Blight,Integrated Pest Management,DAP,62,28,
Coffee,JS 335,Zaid,Clayey,5.8,Medium,18,1821,44,Madhya Pradesh,August,November,119,Blight,Crop Rotation,Nitrogen,114,101,
Coffee,Pant U 19,Kharif,Alluvial,5.5,Low,22,1849,71,Gujarat,February,April,190,Mildew,Crop Rotation,DAP,101,139,
Coffee,JS 95-60,Annual,Loamy,6.7,Low,24,1916,90,Andhra Pradesh,December,November,67,Mildew,Biological Control,NPK,72,44,
Coffee,RD 2668,Annual,Clayey,7.7,High,25,1443,74,Haryana,December,December,95,Blight,Crop Rotation,Compost,70,113,
Coffee,Arka Anamika,Rabi,Sandy Loam,7.5,Medium,35,1164,78,Gujarat,November,July,195,Bacterial Blight,Biological Control,Nitrogen,36,117,
Coffee,Pusa Kranti,Zaid,Alluvial,5.8,High,37,667,48,Gujarat,April,February,148,Rust,Biological Control,Nitrogen,106,91,
Coriander,RD 2668,Kharif,Sandy Loam,6.8,Medium,18,931,77,Andhra Pradesh,February,July,128,Bacterial Blight,Biological Control,Potash,36,129,
Coriander,PDM 139,Zaid,Black Soil,6,Low,18,1492,75,Odisha,October,March,199,Wilt,Crop Rotation,Potash,97,35,
Coriander,Arka Anamika,Annual,Loamy,6.9,Medium,32,757,43,Punjab,July,October,104,Wilt,Integrated Pest Management,NPK,98,99,
Coriander,Pusa Bold,Zaid,Black Soil,7.6,Low,34,945,63,Andhra Pradesh,August,June,96,Mildew,Chemical Pesticide,DAP,60,12,
Coriander,Deccan 103,Rabi,Alluvial,7.6,Low,23,1191,67,Maharashtra,June,October,189,Mildew,Crop Rotation,Potash,79,65,
Coriander,Pusa 256,Zaid,Loamy,6.4,High,30,1712,84,Madhya Pradesh,May,July,167,Wilt,Integrated Pest Management,Nitrogen,80,66,
Coriander,Pusa Sawani,Kharif,Black Soil,7.1,Low,19,1887,87,Andhra Pradesh,March,July,188,Mildew,Chemical Pesticide,Nitrogen,45,60,
Coriander,Pusa Snowball,Rabi,Black Soil,7.4,High,32,2067,44,Rajasthan,November,June,126,Rust,Crop Rotation,Nitrogen,108,139,
Coriander,Pusa Rohini,Kharif,Loamy,7.8,Low,28,1860,72,Telangana,June,December,124,Blight,Chemical Pesticide,NPK,110,92,
Coriander,Lok 1,Kharif,Black Soil,7,Medium,23,1978,42,Uttar Pradesh,February,July,79,Leaf Spot,Integrated Pest Management,DAP,60,16,
Cotton,GHB 558,Annual,Clayey,7.6,Medium,26,637,85,Rajasthan,October,July,159,Leaf Spot,Integrated Pest Management,NPK,45,118,
Cotton,Pusa Sawani,Rabi,Black Soil,6.9,High,27,1462,52,Rajasthan,September,January,175,Bacterial Blight,Chemical Pesticide,NPK,96,70,
Cotton,Arka Vikas,Rabi,Alluvial,6.6,High,35,505,71,Gujarat,January,July,125,Leaf Spot,Neem Oil Spray,DAP,97,112,
Cotton,DPL 62,Kharif,Clayey,6.9,Medium,26,1840,69,Telangana,May,November,199,Mildew,Neem Oil Spray,Potash,80,141,
Cotton,TAG 24,Kharif,Alluvial,7.2,High,25,2053,74,Telangana,October,February,119,Rust,Crop Rotation,DAP,47,106,
Cotton,Arka Shirish,Annual,Alluvial,7.5,Medium,22,1245,54,Punjab,March,February,196,Leaf Spot,Biological Control,NPK,108,86,
Cotton,HD 3086,Rabi,Loamy,7.6,Medium,29,2007,78,Telangana,November,May,176,Bacterial Blight,Integrated Pest Management,Potash,108,117,
Cotton,CO 2,Kharif,Loamy,7.2,Medium,19,922,48,Bihar,January,August,79,Leaf Spot,Neem Oil Spray,Compost,59,43,
Cotton,Arka Nidhi,Rabi,Clayey,7.5,Medium,24,1427,48,Telangana,August,May,130,Mildew,Biological Control,Compost,65,124,
Cotton,Maruti,Kharif,Loamy,5.7,Low,19,1297,45,Punjab,October,May,170,Rust,Biological Control,Compost,44,110,
Cowpea,JG 11,Kharif,Alluvial,7.4,Medium,35,1171,90,Madhya Pradesh,August,June,170,Bacterial Blight,Crop Rotation,Potash,46,147,
Cowpea,Varuna,Annual,Sandy Loam,6,Low,21,978,50,Andhra Pradesh,June,January,106,Mildew,Neem Oil Spray,Compost,113,90,
Cowpea,RCH2 Bt,Rabi,Black Soil,5.7,Medium,22,1635,52,Kerala,August,January,162,Rust,Biological Control,DAP,50,35,
Cowpea,DPL 62,Zaid,Loamy,5.7,High,37,1005,64,Haryana,September,May,114,Mildew,Crop Rotation,NPK,117,13,
Cowpea,PBW 343,Annual,Sandy Loam,7.8,Medium,34,369,59,Gujarat,November,February,70,Leaf Spot,Integrated Pest Management,Compost,79,137,
Cowpea,Indaf 9,Rabi,Loamy,5.7,High,31,1257,48,Bihar,March,November,69,Bacterial Blight,Biological Control,Nitrogen,107,99,
Cowpea,Vivek QPM 9,Kharif,Clayey,6.9,Low,24,796,62,Maharashtra,May,June,94,Leaf Spot,Neem Oil Spray,Potash,55,124,
Cowpea,Bunny Bt,Kharif,Black Soil,6.1,High,32,812,41,Karnataka,September,April,124,Wilt,Chemical Pesticide,DAP,80,52,
Cowpea,ML 365,Zaid,Black Soil,7.7,Medium,33,1678,67,Bihar,March,September,147,Blight,Neem Oil Spray,Nitrogen,42,11,
Cowpea,NCS 145 Bt,Zaid,Loamy,7.7,Low,38,1022,73,Karnataka,March,April,198,Mildew,Chemical Pesticide,DAP,70,23,
Cucumber,GPU 28,Annual,Black Soil,6.1,Medium,31,1085,79,Tamil Nadu,May,August,123,Leaf Spot,Biological Control,NPK,60,80,
Cucumber,Co 0238,Kharif,Sandy Loam,6.1,Low,23,1521,68,Uttar Pradesh,May,October,130,Rust,Crop Rotation,Nitrogen,111,45,
Cucumber,Rohini,Zaid,Alluvial,6.5,Medium,37,1751,89,Kerala,January,January,134,Mildew,Biological Control,Compost,92,34,
Cucumber,CSV 20,Zaid,Loamy,5.6,Medium,22,749,48,Punjab,September,October,170,Leaf Spot,Biological Control,Compost,22,141,
Cucumber,T 13,Kharif,Black Soil,6.8,Low,30,1367,43,Karnataka,April,October,200,Wilt,Biological Control,DAP,59,96,
Cucumber,DPL 62,Annual,Sandy Loam,6.3,Low,35,2091,56,Tamil Nadu,April,April,74,Bacterial Blight,Integrated Pest Management,DAP,100,89,
Cucumber,ICPL 87119,Annual,Black Soil,6.3,Medium,32,1148,58,Rajasthan,October,December,114,Blight,Integrated Pest Management,Compost,28,115,
Cucumber,Co 0118,Kharif,Black Soil,6.6,High,22,1104,65,Punjab,March,January,87,Blight,Neem Oil Spray,Compost,68,88,
Cucumber,Maruti,Kharif,Black Soil,5.9,Medium,38,834,86,Uttar Pradesh,June,January,162,Mildew,Neem Oil Spray,Compost,104,26,
Cucumber,MACS 450,Kharif,Clayey,7,Medium,35,1706,45,Haryana,March,December,120,Bacterial Blight,Integrated Pest Management,Nitrogen,75,81,
Cumin,Arka Anamika,Rabi,Sandy Loam,7.1,Low,30,487,78,Maharashtra,January,September,180,Rust,Chemical Pesticide,NPK,101,12,
Cumin,WH 1105,Annual,Sandy Loam,6.7,Medium,36,1690,89,Andhra Pradesh,September,October,196,Mildew,Biological Control,NPK,28,43,
Cumin,Pusa Vishal,Kharif,Clayey,6,Low,30,1750,81,Madhya Pradesh,August,July,72,Rust,Chemical Pesticide,Potash,51,53,
Cumin,RHB 121,Kharif,Sandy Loam,6.2,Medium,30,1306,51,Punjab,September,December,71,Leaf Spot,Crop Rotation,NPK,81,127,
Cumin,Kadiri 6,Annual,Loamy,6.6,Medium,35,1433,72,Bihar,July,May,150,Leaf Spot,Chemical Pesticide,Nitrogen,116,141,
Cumin,PU 31,Kharif,Loamy,7.2,High,25,1582,85,Madhya Pradesh,March,June,69,Leaf Spot,Neem Oil Spray,Nitrogen,35,38,
Cumin,NCS 145 Bt,Rabi,Black Soil,7.7,Low,30,1506,74,Telangana,February,January,153,Bacterial Blight,Neem Oil Spray,Compost,92,66,
Cumin,Pusa Kranti,Rabi,Loamy,7.3,Low,33,343,75,Madhya Pradesh,September,April,195,Mildew,Crop Rotation,Nitrogen,43,149,
Cumin,GG 20,Rabi,Alluvial,7.6,Low,35,1742,86,Haryana,January,April,107,Wilt,Biological Control,NPK,65,16,
Cumin,JG 11,Zaid,Clayey,7.4,Low,18,1925,69,Odisha,August,July,82,Mildew,Neem Oil Spray,Compost,40,38,
Drumstick,Pusa Basmati 1121,Annual,Sandy Loam,6.1,Medium,26,1495,51,Tamil Nadu,August,May,156,Bacterial Blight,Integrated Pest Management,DAP,63,25,
Drumstick,Kufri Chipsona 1,Rabi,Alluvial,7.5,Low,20,1386,71,Bihar,April,January,65,Rust,Crop Rotation,Nitrogen,118,131,
Drumstick,HHB 67,Annual,Clayey,6,Low,26,419,55,Odisha,July,February,187,Blight,Chemical Pesticide,Potash,22,141,
Drumstick,RD 2552,Kharif,Loamy,7.4,High,38,666,88,Tamil Nadu,November,August,136,Mildew,Chemical Pesticide,NPK,93,93,
Drumstick,Pusa Purple Long,Rabi,Clayey,5.6,Medium,22,1288,52,Maharashtra,October,January,154,Bacterial Blight,Crop Rotation,NPK,115,68,
Drumstick,ADT 43,Zaid,Sandy Loam,6.1,Medium,26,1456,71,Odisha,May,April,64,Wilt,Biological Control,Compost,104,135,
Drumstick,WH 1105,Kharif,Black Soil,5.7,Medium,34,488,63,Kerala,April,April,124,Mildew,Biological Control,NPK,102,88,
Drumstick,Arka Anamika,Annual,Black Soil,7.1,Low,23,1476,85,Karnataka,April,August,77,Blight,Neem Oil Spray,Potash,58,117,
Drumstick,TAG 24,Kharif,Black Soil,7.2,Low,25,1434,50,Kerala,September,January,138,Wilt,Integrated Pest Management,NPK,56,26,
Drumstick,Deccan 103,Kharif,Black Soil,6.9,Medium,30,1372,50,Gujarat,February,October,146,Rust,Biological Control,Nitrogen,54,74,
Fennel,Arka Shirish,Zaid,Loamy,7.2,Low,29,744,41,Bihar,April,May,168,Mildew,Chemical Pesticide,Nitrogen,21,93,
Fennel,HQPM 1,Annual,Clayey,6.5,Medium,36,717,59,Madhya Pradesh,August,February,91,Wilt,Neem Oil Spray,Potash,39,97,
Fennel,Pusa Purple Long,Zaid,Clayey,7.6,Low,28,589,65,Andhra Pradesh,November,March,171,Rust,Neem Oil Spray,Potash,27,76,
Fennel,Varuna,Annual,Black Soil,7.3,Medium,35,885,68,Bihar,February,September,64,Wilt,Integrated Pest Management,Compost,23,18,
Fennel,HHB 67,Zaid,Clayey,6,Low,18,1483,83,Madhya Pradesh,June,July,145,Leaf Spot,Neem Oil Spray,Compost,60,103,
Fennel,Kadiri 6,Kharif,Black Soil,5.5,High,27,1336,45,Tamil Nadu,February,March,161,Wilt,Neem Oil Spray,DAP,55,45,
Fennel,PDM 139,Annual,Loamy,6.4,High,30,961,49,Bihar,July,August,92,Leaf Spot,Integrated Pest Management,DAP,110,70,
Fennel,Pant Shubhra,Annual,Loamy,5.7,Low,18,1294,87,Gujarat,December,February,152,Bacterial Blight,Biological Control,DAP,87,101,
Fennel,JS 335,Annual,Black Soil,6.7,Medium,28,1559,69,Bihar,November,March,87,Mildew,Biological Control,DAP,73,19,
Fennel,JG 14,Annual,Sandy Loam,6.5,High,23,1897,73,Rajasthan,June,May,175,Bacterial Blight,Neem Oil Spray,DAP,99,99,
Fenugreek,Co 0118,Rabi,Alluvial,6.9,Medium,32,1968,73,Odisha,September,April,185,Rust,Integrated Pest Management,Potash,111,11,
Fenugreek,Arka Rakshak,Rabi,Alluvial,6.1,Medium,21,997,80,Bihar,July,November,151,Bacterial Blight,Crop Rotation,Compost,52,100,
Fenugreek,GPU 28,Kharif,Black Soil,7.7,Low,23,1813,62,Odisha,September,July,84,Rust,Biological Control,DAP,99,79,
Fenugreek,PL 639,Annual,Black Soil,6.9,High,35,1825,74,Karnataka,December,December,101,Blight,Biological Control,NPK,82,140,
Fenugreek,Deccan 103,Rabi,Alluvial,6.4,Medium,18,1958,54,Karnataka,June,March,85,Bacterial Blight,Chemical Pesticide,Potash,73,73,
Fenugreek,Kufri Pukhraj,Rabi,Clayey,7.7,Low,29,1731,56,Andhra Pradesh,December,December,200,Leaf Spot,Neem Oil Spray,DAP,48,119,
Fenugreek,Agrifound Light Red,Rabi,Alluvial,6.1,High,21,1580,81,Telangana,July,July,102,Wilt,Integrated Pest Management,NPK,50,135,
Fenugreek,Vivek QPM 9,Kharif,Alluvial,7.4,Low,27,1166,66,West Bengal,January,May,133,Bacterial Blight,Chemical Pesticide,DAP,45,124,
Fenugreek,ADT 43,Kharif,Clayey,6.3,Medium,21,1605,89,Punjab,September,January,84,Mildew,Chemical Pesticide,NPK,66,88,
Fenugreek,CSH 14,Annual,Sandy Loam,7.3,Medium,35,1862,70,Uttar Pradesh,March,January,200,Blight,Biological Control,NPK,55,55,
Field Pea,Arka Nidhi,Annual,Alluvial,7.1,High,22,1387,60,Andhra Pradesh,August,April,82,Wilt,Neem Oil Spray,DAP,54,27,
Field Pea,RHB 121,Rabi,Black Soil,6.7,Medium,26,1947,53,Karnataka,September,May,60,Leaf Spot,Chemical Pesticide,DAP,111,21,
Field Pea,ICTP 8203,Kharif,Black Soil,6.5,Medium,29,1713,42,Karnataka,August,July,97,Wilt,Chemical Pesticide,Nitrogen,45,126,
Field Pea,Pusa Kesar,Kharif,Black Soil,7.1,High,38,1325,68,Rajasthan,April,April,94,Wilt,Chemical Pesticide,NPK,66,89,
Field Pea,Arka Vikas,Kharif,Black Soil,5.6,High,23,646,49,Bihar,April,May,199,Leaf Spot,Neem Oil Spray,NPK,26,116,
Field Pea,KBSH 41,Zaid,Loamy,5.7,Low,19,1059,79,Madhya Pradesh,September,September,167,Bacterial Blight,Neem Oil Spray,NPK,79,51,
Field Pea,Pusa Drumhead,Annual,Alluvial,7.7,Medium,34,1610,43,Tamil Nadu,November,July,156,Mildew,Crop Rotation,Nitrogen,67,124,
